Key|Name|SortName|Dates|SortWithDates|Role|Epoque||
louisefarrenc|Louise Farrenc|Farrenc, Louise|(1804-1875)|Farrenc, Louise (1804-1875)|Composer|Romantic|Farrenc|Louise Farrenc (1804-1875)
louisemmanueljadin|Louis-Emmanuel Jadin|Jadin, Louis-Emmanuel|(1768-1853)|Jadin, Louis-Emmanuel (1768-1853)|Composer|Classical|Jadin|Louis-Emmanuel Jadin (1768-1853)
louisereichardt|Louise Reichardt|Reichardt, Louise|(1779-1826)|Reichardt, Louise (1779-1826)|Composer|Romantic|Reichardt|Louise Reichardt (1779-1826)
louisferdinand princeofprussia|Louis Ferdinand, Prince of Prussia|Prussia, Louis Ferdinand, Prince of|(1772-1806)|Prussia, Louis Ferdinand, Prince of (1772-1806)|Composer|Romantic|Prussia|Louis Ferdinand, Prince of Prussia (1772-1806)
louisfrancoisdauprat|Louis François Dauprat|Dauprat, Louis François|(1781-1868)|Dauprat, Louis François (1781-1868)|Composer|Romantic|Dauprat|Louis François Dauprat (1781-1868)
louisgabrielguillemain|Louis-Gabriel Guillemain|Guillemain, Louis-Gabriel|(1705-1770)|Guillemain, Louis-Gabriel (1705-1770)|Composer|Classical|Guillemain|Louis-Gabriel Guillemain (1705-1770)
louisgrabu|Louis Grabu|Grabu, Louis|(fl 1665-1693)|Grabu, Louis (fl 1665-1693)|Composer|Baroque|Grabu|Louis Grabu (fl 1665-1693)
louisjosephferdinandherold|Louis Joseph Ferdinand Herold|Herold, Louis Joseph Ferdinand|(1791-1833)|Herold, Louis Joseph Ferdinand (1791-1833)|Composer|Romantic|Herold|Louis Joseph Ferdinand Herold (1791-1833)
louislully|Louis Lully|Lully, Louis|(1664-1734)|Lully, Louis (1664-1734)|Composer|Baroque|Lully|Louis Lully (1664-1734)
louismarchand|Louis Marchand|Marchand, Louis|(1669-1732)|Marchand, Louis (1669-1732)|Composer|Baroque|Marchand|Louis Marchand (1669-1732)
louismoreaugottschalk|Louis Moreau Gottschalk|Gottschalk, Louis Moreau|(1829-1869)|Gottschalk, Louis Moreau (1829-1869)|Composer|Romantic|Gottschalk|Louis Moreau Gottschalk (1829-1869)
louisnicolasclerambault|Louis-Nicolas Clérambault|Clérambault, Louis-Nicolas|(1676-1749)|Clérambault, Louis-Nicolas (1676-1749)|Composer|Baroque|Clérambault|Louis-Nicolas Clérambault (1676-1749)
louissaladin|Louis Saladin|Saladin, Louis|(fl c1670)|Saladin, Louis (fl c1670)|Composer|Baroque|Saladin|Louis Saladin (fl c1670)
louisspohr|Louis Spohr|Spohr, Louis|(1784-1859)|Spohr, Louis (1784-1859)|Composer|Romantic|Spohr|Spohr, Louis
lowellmason|Lowell Mason|Mason, Lowell||Mason, Lowell|Composer||Mason|Mason, Lowell
lubeck|Vincent Lübeck|Lübeck, Vincent|(1654-1740)|Lübeck, Vincent (1654-1740)|Composer|Baroque|Lübeck|
lucaantoniopredieri|Luca Antonio Predieri|Predieri, Luca Antonio|(1688-1767)|Predieri, Luca Antonio (1688-1767)|Composer|Baroque|Predieri|Predieri, Luca Antonio
lucamarenzio|Luca Marenzio|Marenzio, Luca|(c1553-1599)|Marenzio, Luca (c1553-1599)|Composer|Renaissance|Marenzio|Marenzio, Luca
lucas|Elena Roussanova Lucas|Lucas, Elena Roussanova|(b1974)|Lucas, Elena Roussanova (b1974)|Composer|20th Century|Lucas|
lucasruizderibayaz|Lucas Ruiz de Ribayaz|Ribayaz, Lucas Ruiz de|(1626-1667?)|Ribayaz, Lucas Ruiz de (1626-1667?)|Composer|Baroque|Ribayaz|Lucas Ruiz de Ribayaz (1626-1667?)
lucaturilli|Luca Turilli|Turilli, Luca||Turilli, Luca|Composer||Turilli|Turilli, Luca
lucaturillialexstaropoli|Luca Turilli/Alex Staropoli|Staropoli, Luca Turilli/Alex||Staropoli, Luca Turilli/Alex|Composer||Staropoli|Staropoli, Luca Turilli/Alex
lucernefestivalorchestra|Lucerne Festival Orchestra|Lucerne Festival Orchestra|||Orchestra|||
luchesi|Andrea Luchesi|Luchesi, Andrea|(1741-1801)|Luchesi, Andrea (1741-1801)|Composer|Classical|Luchesi|
luciaquinciani|Lucia Quinciani|Quinciani, Lucia|(born c1566; fl 1611)|Quinciani, Lucia (born c1566; fl 1611)|Composer|Baroque|Quinciani|Lucia Quinciani (born c1566; fl 1611)
lucilegretry|Lucile Grétry|Grétry, Lucile|(1772-1790)|Grétry, Lucile (1772-1790)|Composer|Romantic|Grétry|Lucile Grétry (1772-1790)
lucreziaorsinavizzana|Lucrezia Orsina Vizzana|Vizzana, Lucrezia Orsina|(1590-1662)|Vizzana, Lucrezia Orsina (1590-1662)|Composer|Baroque|Vizzana|Lucrezia Orsina Vizzana (1590-1662)
ludolfnielsen|Ludolf Nielsen|Nielsen, Ludolf|(1876-1939)|Nielsen, Ludolf (1876-1939)|Composer|Romantic|Nielsen|Ludolf Nielsen (1876-1939)
ludovicoroncalli|Ludovico Roncalli|Roncalli, Ludovico|(1654-1713)|Roncalli, Ludovico (1654-1713)|Composer|Baroque|Roncalli|Roncalli, Ludovico
ludwigaugustlebrun|Ludwig August Lebrun|Lebrun, Ludwig August|(1752-1790)|Lebrun, Ludwig August (1752-1790)|Composer|Classical|Lebrun|Ludwig August Lebrun (1752-1790)
ludwigberger|Ludwig Berger|Berger, Ludwig|(1777-1839)|Berger, Ludwig (1777-1839)|Composer|Romantic|Berger|Ludwig Berger (1777-1839)
ludwigguttler|Ludwig Güttler|Güttler, Ludwig|||Conductor||Güttler|
ludwigmaurer|Ludwig Maurer|Maurer, Ludwig|(1789-1878)|Maurer, Ludwig (1789-1878)|Composer|Romantic|Maurer|Maurer, Ludwig
ludwigminkus|Ludwig Minkus|Minkus, Ludwig|(1826-1917)|Minkus, Ludwig (1826-1917)|Composer|Romantic|Minkus|Ludwig Minkus (1826-1917)
ludwigschuncke|Ludwig Schuncke|Schuncke, Ludwig|(1810-1834)|Schuncke, Ludwig (1810-1834)|Composer|Romantic|Schuncke|Ludwig Schuncke (1810-1834)
ludwigvanbeethoven|Ludwig van Beethoven|Beethoven, Ludwig van|(1770-1827)|Beethoven, Ludwig van (1770-1827)|Composer|Classical|Beethoven|Beethoven, Ludwig van
ludwigwenzellachnith|Ludwig Wenzel Lachnith|Lachnith, Ludwig Wenzel|(1746-1820)|Lachnith, Ludwig Wenzel (1746-1820)|Composer|Classical|Lachnith|Ludwig Wenzel Lachnith (1746-1820)
lugg|John Lugg|Lugg, John|(1580-1647/1655)|Lugg, John (1580-1647/1655)|Composer|Baroque|Lugg|
luigiantoniocalegari|Luigi Antonio Calegari|Calegari, Luigi Antonio|(1780-1849)|Calegari, Luigi Antonio (1780-1849)|Composer|Romantic|Calegari|Luigi Antonio Calegari (1780-1849)
luigiarditi|Luigi Arditi|Arditi, Luigi|(1822-1903)|Arditi, Luigi (1822-1903)|Composer|Romantic|Arditi|Luigi Arditi (1822-1903)
luigibattiferri [de]|Luigi Battiferri [de]|Battiferri [de], Luigi|(c1610-after 1682)|Battiferri [de], Luigi (c1610-after 1682)|Composer|Baroque|Battiferri [de]|Luigi Battiferri [de] (c1610-after 1682)
luigiboccherini|Luigi Boccherini|Boccherini, Luigi|(1743-1805)|Boccherini, Luigi (1743-1805)|Composer|Classical|Boccherini|Boccherini, Luigi
luigicastellacci|Luigi Castellacci|Castellacci, Luigi|(1797-1845)|Castellacci, Luigi (1797-1845)|Composer|Romantic|Castellacci|Luigi Castellacci (1797-1845)
luigicherubini|Luigi Cherubini|Cherubini, Luigi|(1760-1842)|Cherubini, Luigi (1760-1842)|Composer|Classical|Cherubini|Luigi Cherubini (1760-1842)
luigidenza|Luigi Denza|Denza, Luigi|(1846-1922)|Denza, Luigi (1846-1922)|Composer|Romantic|Denza|Luigi Denza (1846-1922)
luigigatti|Luigi Gatti|Gatti, Luigi|(1740-1817)|Gatti, Luigi (1740-1817)|Composer|Classical|Gatti|Luigi Gatti (1740-1817)
luigini|Alexandre Luigini|Luigini, Alexandre|(1850-1906)|Luigini, Alexandre (1850-1906)|Composer|Romantic|Luigini|
luigirossi|Luigi Rossi|Rossi, Luigi|(1597-1653)|Rossi, Luigi (1597-1653)|Composer|Baroque|Rossi|Rossi, Luigi
luigitomasini|Luigi Tomasini|Tomasini, Luigi|(1741-1808)|Tomasini, Luigi (1741-1808)|Composer|Classical|Tomasini|Luigi Tomasini (1741-1808)
luigivonkunits|Luigi von Kunits|Kunits, Luigi von|(1870-1931)|Kunits, Luigi von (1870-1931)|Composer|Romantic|Kunits|Luigi von Kunits (1870-1931)
luisdenavarez|Luis De Navarez|Navarez, Luis De|(fl1526-49)|Navarez, Luis De (fl1526-49)|Composer|Baroque|Navarez|Navarez, Luis De
luiseadelgundagottsched|Luise Adelgunda Gottsched|Gottsched, Luise Adelgunda|(1713-1762)|Gottsched, Luise Adelgunda (1713-1762)|Composer|Classical|Gottsched|Luise Adelgunda Gottsched (1713-1762)
lukačić|Ivan Lukačić|Lukačić, Ivan|(c1587-1648)|Lukačić, Ivan (c1587-1648)|Composer|Baroque|Lukačić|
lukasloules|Lukas Loules|Loules, Lukas||Loules, Lukas|Composer||Loules|Loules, Lukas
lukasorkočević|Luka Sorkočević|Sorkočević, Luka|(1734-1789)|Sorkočević, Luka (1734-1789)|Composer|Classical|Sorkočević|Luka Sorkočević (1734-1789)
lulier|Giovanni Lorenzo Lulier|Lulier, Giovanni Lorenzo|(c1662?-1700)|Lulier, Giovanni Lorenzo (c1662?-1700)|Composer|Baroque|Lulier|
lully|Jean-Baptiste Lully|Lully, Jean-Baptiste|(1632-1687)|Lully, Jean-Baptiste (1632-1687)|Composer|Baroque|Lully|
lupo|Thomas Lupo|Lupo, Thomas|(1571-1627)|Lupo, Thomas (1571-1627)|Composer|Baroque|Lupo|
lupushellinck|Lupus Hellinck|Hellinck, Lupus|(c1494-1541)|Hellinck, Lupus (c1494-1541)|Composer|Renaissance|Hellinck|Hellinck, Lupus
lurie|John Lurie|Lurie, John|(b1952)|Lurie, John (b1952)|Composer|20th Century|Lurie|
lutoslawski|Witold Lutoslawski|Lutoslawski, Witold|(1913-1994)|Lutoslawski, Witold (1913-1994)|Composer|20th Century|Lutoslawski|
luython|Carolus Luython|Luython, Carolus|(1557-1620)|Luython, Carolus (1557-1620)|Composer|Baroque|Luython|
luzzaschi|Luzzasco Luzzaschi|Luzzaschi, Luzzasco|(1545-1607)|Luzzaschi, Luzzasco (1545-1607)|Composer|Baroque|Luzzaschi|
luzzascoluzzaschi|Luzzasco Luzzaschi|Luzzaschi, Luzzasco|(1545-1607)|Luzzaschi, Luzzasco (1545-1607)|Composer|Baroque|Luzzaschi|Luzzasco Luzzaschi (1545-1607)
lyadov|Anatoly Lyadov|Lyadov, Anatoly|(1855-1914)|Lyadov, Anatoly (1855-1914)|Composer|Romantic|Lyadov|
lyapunov|Sergei Lyapunov|Lyapunov, Sergei|(1859-1924)|Lyapunov, Sergei (1859-1924)|Composer|Romantic|Lyapunov|
lynnahrens|Lynn Ahrens|Ahrens, Lynn||Ahrens, Lynn|Composer||Ahrens|Ahrens, Lynn
lysenko|Mykola Lysenko|Lysenko, Mykola|(1842-1912)|Lysenko, Mykola (1842-1912)|Composer|Romantic|Lysenko|
lzzyhale|Lzzy Hale|Hale, Lzzy||Hale, Lzzy|Composer||Hale|Hale, Lzzy
maasmann|Alexander Maasmann|Maasmann, Alexander|(fl1713)|Maasmann, Alexander (fl1713)|Composer|Baroque|Maasmann|
maccunn|Hamish MacCunn|MacCunn, Hamish|(1868-1916)|MacCunn, Hamish (1868-1916)|Composer|Romantic|MacCunn|
macdowell|Edward MacDowell|MacDowell, Edward|(1860-1908)|MacDowell, Edward (1860-1908)|Composer|Romantic|MacDowell|
mace|Thomas Mace|Mace, Thomas|(c1613-1709?)|Mace, Thomas (c1613-1709?)|Composer|Baroque|Mace|
maceopinkard|Maceo Pinkard|Pinkard, Maceo|(1897-1962)|Pinkard, Maceo (1897-1962)|Composer|20th Century|Pinkard|Pinkard, Maceo
macfarren|George Alexander Macfarren|Macfarren, George Alexander|(1813-1887)|Macfarren, George Alexander (1813-1887)|Composer|Romantic|Macfarren|
machado|Manuel Machado|Machado, Manuel|(c1590-1646)|Machado, Manuel (c1590-1646)|Composer|Baroque|Machado|
machaut|Guillaume de Machaut|Machaut, Guillaume de|(c1300-1377)|Machaut, Guillaume de (c1300-1377)|Composer|Medieval|Machaut|
machy|Le Sieur de Machy|Machy, Le Sieur de|(d. after 1692)|Machy, Le Sieur de (d. after 1692)|Composer|Baroque|Machy|
madameravissa|Madame Ravissa|Ravissa, Madame|(flfrom 1778; died 1807)|Ravissa, Madame (flfrom 1778; died 1807)|Composer|Classical|Ravissa|Madame Ravissa (flfrom 1778; died 1807)
maddalenalaurasirmen|Maddalena Laura Sirmen|Sirmen, Maddalena Laura|(1745-1818)|Sirmen, Maddalena Laura (1745-1818)|Composer|Classical|Sirmen|Maddalena Laura Sirmen (1745-1818)
madonnaciccone|Madonna Ciccone|Ciccone, Madonna||Ciccone, Madonna|Composer||Ciccone|Ciccone, Madonna
magalhaes|Filipe de Magalhães|Magalhães, Filipe de|(c1571-1652)|Magalhães, Filipe de (c1571-1652)|Composer|Baroque|Magalhães|
magnard|Albéric Magnard|Magnard, Albéric|(1865-1914)|Magnard, Albéric (1865-1914)|Composer|Romantic|Magnard|
magnuskarlsson|Magnus Karlsson|Karlsson, Magnus||Karlsson, Magnus|Composer||Karlsson|Karlsson, Magnus
magnusthomsen|Magnus Thomsen|Thomsen, Magnus|(b1612)|Thomsen, Magnus (b1612)|Composer|20th Century|Thomsen|Thomsen, Magnus
mahler|Mahler|Mahler||Mahler|Composer||Mahler|Mahler,
mahon|John Mahon|Mahon, John|(c1748-1834)|Mahon, John (c1748-1834)|Composer|Classical|Mahon|
majo|Giuseppe de Majo|Majo, Giuseppe de|(1697-1771)|Majo, Giuseppe de (1697-1771)|Composer|Classical|Majo|
maksymberezovsky|Maksym Berezovsky|Berezovsky, Maksym|(c1745-1777)|Berezovsky, Maksym (c1745-1777)|Composer|Classical|Berezovsky|Maksym Berezovsky (c1745-1777)
malcolmarnold|Malcolm Arnold|Arnold, Malcolm|(1921-2006)|Arnold, Malcolm (1921-2006)|Composer|20th Century|Arnold|Arnold, Malcolm
malcolmforsythe|Malcolm Forsythe|Forsythe, Malcolm|(1936-2011)|Forsythe, Malcolm (1936-2011)|Composer|20th Century|Forsythe|Forsythe, Malcolm
malcolmyoung|Malcolm Young|Young, Malcolm||Young, Malcolm|Composer||Young|Young, Malcolm
maldere|Pierre van Maldere|Maldere, Pierre van|(1729-1768)|Maldere, Pierre van (1729-1768)|Composer|Classical|Maldere|
mancini|Curzio Mancini|Mancini, Curzio|(c1553-c1611)|Mancini, Curzio (c1553-c1611)|Composer|Renaissance|Mancini|
mancinus|Thomas Mancinus|Mancinus, Thomas|(1550-1612)|Mancinus, Thomas (1550-1612)|Composer|Renaissance|Mancinus|
manelli|Francesco Manelli|Manelli, Francesco|(1594-1667)|Manelli, Francesco (1594-1667)|Composer|Baroque|Manelli|
manfredhoneck|Manfred Honeck|Honeck, Manfred|||Conductor||Honeck|
manfredini|Francesco Manfredini|Manfredini, Francesco|(1684-1762)|Manfredini, Francesco (1684-1762)|Composer|Classical|Manfredini|
mantzaros|Nikolaos Mantzaros|Mantzaros, Nikolaos|(1795-1872)|Mantzaros, Nikolaos (1795-1872)|Composer|Romantic|Mantzaros|
manuelakraller|Manuela Kraller|Kraller, Manuela||Kraller, Manuela|Composer||Kraller|Kraller, Manuela
manuelcardoso|Manuel Cardoso|Cardoso, Manuel|(1566-1650)|Cardoso, Manuel (1566-1650)|Composer|Baroque|Cardoso|Manuel Cardoso (1566-1650)
manuelcorreia|Manuel Correia|Correia, Manuel|(c1600-1653)|Correia, Manuel (c1600-1653)|Composer|Baroque|Correia|Manuel Correia (c1600-1653)
manueldefalla|Manuel de Falla|Falla, Manuel de|(1876-1946)|Falla, Manuel de (1876-1946)|Composer|20th Century|Falla|Falla, Manuel de
manueldezumaya|Manuel de Zumaya|Zumaya, Manuel de|(1678-1755)|Zumaya, Manuel de (1678-1755)|Composer|Classical|Zumaya|Manuel de Zumaya (1678-1755)
manueljosedequiros|Manuel José de Quirós|Quirós, Manuel José de|(1690?-1765)|Quirós, Manuel José de (1690?-1765)|Composer|Classical|Quirós|Manuel José de Quirós (1690?-1765)
manuelmachado|Manuel Machado|Machado, Manuel|(c1590-1646)|Machado, Manuel (c1590-1646)|Composer|Baroque|Machado|Manuel Machado (c1590-1646)
manuelmendes|Manuel Mendes|Mendes, Manuel|(1547-1605)|Mendes, Manuel (1547-1605)|Composer|Baroque|Mendes|Manuel Mendes (1547-1605)
manuelrodriguescoelho|Manuel Rodrigues Coelho|Coelho, Manuel Rodrigues|(c1555-c1635)|Coelho, Manuel Rodrigues (c1555-c1635)|Composer|Baroque|Coelho|Manuel Rodrigues Coelho (c1555-c1635)
marais|Marin Marais|Marais, Marin|(1656-1728)|Marais, Marin (1656-1728)|Composer|Baroque|Marais|
marazzoli|Marco Marazzoli|Marazzoli, Marco|(c1602-1662)|Marazzoli, Marco (c1602-1662)|Composer|Baroque|Marazzoli|
marcantoinecharpentier|Marc-Antoine Charpentier|Charpentier, Marc-Antoine|(1645-1704)|Charpentier, Marc-Antoine (1645-1704)|Composer|Baroque|Charpentier|Charpentier, Marc-Antoine
marcantonionegri|Marcantonio Negri|Negri, Marcantonio|(died 1624)|Negri, Marcantonio (died 1624)|Composer|Baroque|Negri|Marcantonio Negri (died 1624)
marcantoniopasqualini|Marc'Antonio Pasqualini|Pasqualini, Marc'Antonio|(1614-1691)|Pasqualini, Marc'Antonio (1614-1691)|Composer|Baroque|Pasqualini|Marc'Antonio Pasqualini (1614-1691)
marcantonioziani|Marc'Antonio Ziani|Ziani, Marc'Antonio|(c1653-1715)|Ziani, Marc'Antonio (c1653-1715)|Composer|Baroque|Ziani|Marc'Antonio Ziani (c1653-1715)
marcelabovio|Marcela Bovio|Bovio, Marcela||Bovio, Marcela|Composer||Bovio|Bovio, Marcela
marceldupre|Marcel Dupré|Dupré, Marcel|(1886-1971)|Dupré, Marcel (1886-1971)|Composer|20th Century|Dupré|Dupré, Marcel
marcello|Alessandro Marcello|Marcello, Alessandro|(1684-1750)|Marcello, Alessandro (1684-1750)|Composer|Baroque|Marcello|
marchand|Louis Marchand|Marchand, Louis|(1669-1732)|Marchand, Louis (1669-1732)|Composer|Baroque|Marchand|
marchant|John Marchant|Marchant, John|(died 1611)|Marchant, John (died 1611)|Composer|Baroque|Marchant|
marchetti|Fermo Dante Marchetti|Marchetti, Fermo Dante|(1876-1940)|Marchetti, Fermo Dante (1876-1940)|Composer|Romantic|Marchetti|
marcinmielczewski|Marcin Mielczewski|Mielczewski, Marcin|(c1600-1651)|Mielczewski, Marcin (c1600-1651)|Composer|Baroque|Mielczewski|Marcin Mielczewski (c1600-1651)
marcobiazzi|Marco Biazzi|Biazzi, Marco||Biazzi, Marco|Composer||Biazzi|Biazzi, Marco
marcocotizelati|Marco Coti Zelati|Zelati, Marco Coti||Zelati, Marco Coti|Composer||Zelati|Zelati, Marco Coti
marcodagagliano|Marco da Gagliano|Gagliano, Marco da|(1582-1643)|Gagliano, Marco da (1582-1643)|Composer|Baroque|Gagliano|Marco da Gagliano (1582-1643)
marcogiuseppeperanda|Marco Giuseppe Peranda|Peranda, Marco Giuseppe|(c1625-1675)|Peranda, Marco Giuseppe (c1625-1675)|Composer|Baroque|Peranda|Marco Giuseppe Peranda (c1625-1675)
marcoheubaum|Marco Heubaum|Heubaum, Marco||Heubaum, Marco|Composer||Heubaum|Heubaum, Marco
marcohietala|Marco Hietala|Hietala, Marco||Hietala, Marco|Composer||Hietala|Hietala, Marco
marcomarazzoli|Marco Marazzoli|Marazzoli, Marco|(c1602-1662)|Marazzoli, Marco (c1602-1662)|Composer|Baroque|Marazzoli|Marco Marazzoli (c1602-1662)
marcosantoniodafonsecaportugal|Marcos António da Fonseca Portugal|Portugal, Marcos António da Fonseca|(1762-1830)|Portugal, Marcos António da Fonseca (1762-1830)|Composer|Classical|Portugal|Marcos António da Fonseca Portugal (1762-1830)
marcoscacchi|Marco Scacchi|Scacchi, Marco|(c1600-1662)|Scacchi, Marco (c1600-1662)|Composer|Baroque|Scacchi|Marco Scacchi (c1600-1662)
marcouccellini|Marco Uccellini|Uccellini, Marco|(1603/1610-1680)|Uccellini, Marco (1603/1610-1680)|Composer|Baroque|Uccellini|Marco Uccellini (1603/1610-1680)
marenzio|Luca Marenzio|Marenzio, Luca|(c1553-1599)|Marenzio, Luca (c1553-1599)|Composer|Renaissance|Marenzio|
margaretessex|Margaret Essex|Essex, Margaret|(1775-1807)|Essex, Margaret (1775-1807)|Composer|Romantic|Essex|Margaret Essex (1775-1807)
margarethedanzi|Margarethe Danzi|Danzi, Margarethe|(1768-1800)|Danzi, Margarethe (1768-1800)|Composer|Classical|Danzi|Margarethe Danzi (1768-1800)
mariaagataszymanowska|Maria Agata Szymanowska|Szymanowska, Maria Agata|(1789-1831)|Szymanowska, Maria Agata (1789-1831)|Composer|Romantic|Szymanowska|Maria Agata Szymanowska (1789-1831)
mariaannamozart|Maria Anna Mozart|Mozart, Maria Anna|(1751-1829)|Mozart, Maria Anna (1751-1829)|Composer|Classical|Mozart|Maria Anna Mozart (1751-1829)
mariabrink|Maria Brink|Brink, Maria||Brink, Maria|Composer||Brink|Brink, Maria
mariabrizzigiorgi|Maria Brizzi Giorgi|Giorgi, Maria Brizzi|(1775-1822)|Giorgi, Maria Brizzi (1775-1822)|Composer|Romantic|Giorgi|Maria Brizzi Giorgi (1775-1822)
mariacarolinawolf|Maria Carolina Wolf|Wolf, Maria Carolina|(1742-1820)|Wolf, Maria Carolina (1742-1820)|Composer|Classical|Wolf|Maria Carolina Wolf (1742-1820)
mariacattarinacalegari|Maria Cattarina Calegari|Calegari, Maria Cattarina|(1644-1675)|Calegari, Maria Cattarina (1644-1675)|Composer|Baroque|Calegari|Maria Cattarina Calegari (1644-1675)
mariachristensen|Maria Christensen|Christensen, Maria||Christensen, Maria|Composer||Christensen|Christensen, Maria
mariafrancescanascinbeni|Maria Francesca Nascinbeni|Nascinbeni, Maria Francesca|(1640-1680)|Nascinbeni, Maria Francesca (1640-1680)|Composer|Baroque|Nascinbeni|Maria Francesca Nascinbeni (1640-1680)
mariafrancesparke|Maria Frances Parke|Parke, Maria Frances|(1772-1822)|Parke, Maria Frances (1772-1822)|Composer|Romantic|Parke|Maria Frances Parke (1772-1822)
mariafredricavonstedingk|Maria Fredrica von Stedingk|Stedingk, Maria Fredrica von|(1799-1868)|Stedingk, Maria Fredrica von (1799-1868)|Composer|Romantic|Stedingk|Maria Fredrica von Stedingk (1799-1868)
mariahesterpark|Maria Hester Park|Park, Maria Hester|(1775-1822)|Park, Maria Hester (1775-1822)|Composer|Romantic|Park|Maria Hester Park (1775-1822)
mariamargheritagrimani|Maria Margherita Grimani|Grimani, Maria Margherita|(b. before 1700; fl 1713-1718)|Grimani, Maria Margherita (b. before 1700; fl 1713-1718)|Composer|Baroque|Grimani|Maria Margherita Grimani (b. before 1700; fl 1713-1718)
mariannavonauenbrugger|Marianna von Auenbrugger|Auenbrugger, Marianna von|(1759-1782)|Auenbrugger, Marianna von (1759-1782)|Composer|Classical|Auenbrugger|Marianna von Auenbrugger (1759-1782)
mariannavonmartines|Marianna von Martines|Martines, Marianna von|(1744-1812)|Martines, Marianna von (1744-1812)|Composer|Classical|Martines|Marianna von Martines (1744-1812)
marianne|Martínez, Maríanne|Martínez, Maríanne|(1744-1812)|Martínez, Maríanne (1744-1812)|Composer|Classical|Maríanne|
mariarosacoccia|Maria Rosa Coccia|Coccia, Maria Rosa|(1759-1833)|Coccia, Maria Rosa (1759-1833)|Composer|Classical|Coccia|Maria Rosa Coccia (1759-1833)
mariateresaagnesipinottini|Maria Teresa Agnesi Pinottini|Pinottini, Maria Teresa Agnesi|(1720-1795)|Pinottini, Maria Teresa Agnesi (1720-1795)|Composer|Classical|Pinottini|Maria Teresa Agnesi Pinottini (1720-1795)
mariatheresabland|Maria Theresa Bland|Bland, Maria Theresa|(c1769-1838)|Bland, Maria Theresa (c1769-1838)|Composer|Classical|Bland|Maria Theresa Bland (c1769-1838)
mariatheresavonparadis|Maria Theresa von Paradis|Paradis, Maria Theresa von|(1759-1824)|Paradis, Maria Theresa von (1759-1824)|Composer|Classical|Paradis|Maria Theresa von Paradis (1759-1824)
mariatheresiaahlefeldt|Maria Theresia Ahlefeldt|Ahlefeldt, Maria Theresia|(1755-1810)|Ahlefeldt, Maria Theresia (1755-1810)|Composer|Classical|Ahlefeldt|Maria Theresia Ahlefeldt (1755-1810)
mariatheresiavonparadis|Maria Theresia von Paradis|Paradis, Maria Theresia von|(1759-1824)|Paradis, Maria Theresia von (1759-1824)|Composer|Classical|Paradis|Paradis, Maria Theresia von
marieannecatherinequinault|Marie-Anne-Catherine Quinault|Quinault, Marie-Anne-Catherine|(1695-1791)|Quinault, Marie-Anne-Catherine (1695-1791)|Composer|Classical|Quinault|Marie-Anne-Catherine Quinault (1695-1791)
